"","x"
"225","Ashley Judd is a hero 4unashamedly speaking out abt this. It's time 4laws 2change.This type of law is horrific. If… https://t.co/F3CnZQEiSs"
"226","Again this is what happens when there are no black people in the room. You end up with white savior bullshit like t… https://t.co/VF6MEErYNy"
"227","@priyankac19 Now your daughter will not receive rape threats.. You have joined them.. Congrats"
"228","@AuthorKimberley @Alyssa_Milano She would have been able to have an abortion under the new Georgia law, which makes… https://t.co/1kv4EoMBy1"
"229","@FormerlyZanjo @Tim_Gutwald @Harmoniouswon19 @john322um @BruceFeldmanCFB i said the school shouldve lost athletics… https://t.co/vvrY9XCKJe"
"230","@GunRegCool @MadisonsIntent @gunculture2pt0 ~1% of abortions are the result of rape or incest, yet guess which argu… https://t.co/dW47aZOkwk"
"231","@donaldtrumpforc @ChrChristensen @KimberlyMrsR1 I think Sweden is already gone. Isn't it legal now for M**lims to rape?"
"232","@Harmoniouswon19 @Tim_Gutwald @john322um @BruceFeldmanCFB izzo either knew or shoudlve known https://t.co/NwhJ1GF3yp"
"233","@Harmoniouswon19 @Tim_Gutwald @john322um @BruceFeldmanCFB izzos program. one of the many izzo issues

https://t.co/B3wG5zkkif"
"234","@songforacarter @BMOREpolitics @jaketapper Spammer!  Junior was born in 1984.  Rape conviction, along with his thre… https://t.co/31FAWDmtlX"
"235","@Criterion Thirteen million Londoners have to wake up to this. Murder and All-Bran  and rape. And I'm sitting in th… https://t.co/6mVVtOmTcp"
"236","@ConservativesTx @cke13 @Antifapansies @Alyssa_Milano It is my personal experience that I am getting constantly rip… https://t.co/acJz7w0t1e"
"237","Traitor Torino embracing a creature of the fascist cesspool who thinks joking about rape is fine 👿 https://t.co/r0wTwHwsH8"
"238","“I don’t know where I would be if it was not for you. I can never thank you enough for the help you gave me."" https://t.co/JahL80jGXa"
"239","@CountDankulaTV It's a bad-faith attempt at a slur.... like the entire controversy surrounding your nazi pug joke v… https://t.co/jHzVBAAwlV"
"240","Reminder: Mueller report? Spin it all you want but we can read. The report does not cover your rape of a minor and… https://t.co/41ZCK72qTm"
"241","@brody_mcculloch @Fair_and_Biased @Education4Libs @Dana0919 How is it not? Rape IS increasing. People curse all the… https://t.co/zxt9oEi9My"
"242","Someone needs to save @backworldsman1 new dogs from him, he might not rape them."
"243","@rizzmula @snkr_twitr Nice! Well now I’m hoping someone will sell me a pair for not a rape price lol"
"244","#Hundreds sign #online #petition supporting woman suing https://t.co/791ub5GgT9 CEO in #rape case. On Saturday, it… https://t.co/97H8o4gIbq"
"245","@saphroff Seungri was never accused sexual assault, nor rape nor drugging anyone. Not by Lawyer Byun,not by reporte… https://t.co/NBqrV7HwlA"
"246","@theonlyshaquana That might be rape https://t.co/rwNGLVpVoD"
"247","@cafvictims @SusanDelacourt @TorontoStar @theJagmeetSingh Not everyone reports abuse and rape"
"248","@ShadowverseJC @Fair_and_Biased @Education4Libs @Dana0919 “Could be” sounds like you’re making that up. What is sin… https://t.co/bSGYM3qZER"
"249","#UKIP MEP candidate #CarlBenjamin says that it's ok to joke about 'raping a woman' during press conference.… https://t.co/qXbJ8w6HsF"
"250","@Chrispytoal @MrEugeneGrant Yes, because ignoring assholes will so keep them from harassing us. Ask women about rap… https://t.co/du546B86yL"
"251","Judge refuses to dismiss $10M rape lawsuit against Russell Simmons https://t.co/lWVEuKd55N"
"252","@Maestra_Momma @lawnchairlyons @ilyseh @Ashadahya “False allegations have also been conflated with other kinds of s… https://t.co/nRLgXOWbCA"
"253","@SheenJanine @DrLeanaWen @AshleyJudd That's right you never forget rape. It is a violation of your self your person… https://t.co/5c3RaSUMEU"
"254","@SafetyPinDaily So, let me get this straight. We already vilify victims of rape. We already question their motives.… https://t.co/OL7rBimrHi"
"255","@crossroderick That's fatigue and mental strength in play.. difference between some players and other players.. whe… https://t.co/ftzwJvAueH"
"256","As we are in shock thinking, “how could this have happened?” when remembering #NusratJahanRafi, it is important to… https://t.co/31gtFoUoL8"
"257","@ThisisSterling She defended Kavanaugh to a table of rape survivors even tho she is a survivor because she knows wh… https://t.co/d2PFoSRVpW"
"258","Documentary Power Rankings:
1. Murder Docs
2. Sports Docs
3. History Docs
4. Celebrity Rape Docs 
5. Environmental/… https://t.co/O0FnEmKo9A"
"259","Detective that ride by me all them molest me and rape me as a todder.They love is not beautiful and never will be a… https://t.co/x2ZeAH51qC"
"260","@ndrew_lawrence Is that why Starr covered up rape at Baylor? Because it was bad for the university."
"261","@BillOReilly @NoSpinNews Very true Bill, but the left owns big media and entertainment, just to name a few, so they… https://t.co/Ae7GhNluMT"
"262","@nancylee2016 If she weren't lying why has Blasey Ford completely dropped off the radar until now? I think she was… https://t.co/hsePGDHrkv"
"263","I do t bother her neither.Her mind got to be bad bothering somebody and I don't won't my son with her because her m… https://t.co/1rAPuIduzG"
"264","@realDonaldTrump ""Despite the fact that [I should be on death-row for treason and child-rape, I'm still not only at… https://t.co/gbs5aGZXKp"
"265","@molratty Because they couldn’t get him extradited and he was facing rape charges in Sweden. Your faux outrage asid… https://t.co/uEiWdD3Bkk"
"266","@realDonaldTrump ""Despite the fact that [I should be on death-row for treason and child-rape, I'm still not only at… https://t.co/JLXXGFPn63"
"267","I understand that even consensual sex with a 16 year old, even with the mother's consent, is legally labeled ""statu… https://t.co/6sMP46zIev"
"268","Disgusting thug! ~ https://t.co/adtdVH5Ymu

( Sent from WSMV )"
"269","@ndrew_lawrence The same Ken Starr who also didn’t think those Baylor girls should pursue rape charges, because he… https://t.co/TA08uGb228"
"270","A 27-years old egocentric Nigerian rape a lady for refusing to date him. https://t.co/3b5OOZdf43 https://t.co/5D57KYyUPk"
"271","@NeedlesOnNews Boy Craig these tweets will age well. Just like your tweet calling Covington Catholic high  school s… https://t.co/ej3su3vbdv"
"272","@Rose_Of_Dawn And this is the type of person that Morgane wants to force us to be allowed into women's rape shelter… https://t.co/1YzYwuMVdE"
"273","Certainly a force but not deterministic of individual choice, rather tendency. David was bad enough! Inventing extr… https://t.co/sat16dl3pQ"
"274","King David the Rapist is an interesting one but there's no indication from the text that she was unwilling. They sa… https://t.co/GolIo6S2nH"
"275","The one pray me out my body to get me rape or get somebody to have sex done rape every man in Georgia in my veil in Georgia"
"276","@PATRIQT_1776 @jdd2169 @Richard_Stands @mick719 @L_ei8ht @SONADORLIVESON @RyanSmi31818444 @para82nd_1 @BustTheGop… https://t.co/aELkPIBI6b"
"277","@AmberBobamber @MidNightMareY @atrueexostan @radmadmid @_FilleWrites @tighe15 @LeahNTorres @GynAndTonic… https://t.co/FmJUl9anHi"
"278","Forced sex is rape. Lmao there’s no rape that’s dependent upon who it is 😐 https://t.co/VqxcXGGetf"
"279","Another ILLEGAL crime..RAPE of 12yo @HouseDemocrats @SenateDems #Trump #WalkAway https://t.co/FBBsSr40BO"
"280","@ZTPetrizzo The twit walking by is a perfect example of the problem with some youth in America and why some childre… https://t.co/gfQGrHa48a"
"281","We have to be very careful with how we do the rape scene."
"282","@MKGenest @EdKrassen @krassenstein @realDonaldTrump 2) Karen Tumult (sp) said Democrats have to fall in love, Repub… https://t.co/K3SVe2xFOa"
"283","@thedavewain see, this to me is an example of no consent (unless she gave him permission but the language doesn't i… https://t.co/a3ynj6s1rx"
"284","@Maestra_Momma Just sexual penetration without consent, rape, is a violation of a person’s body, simply being in an… https://t.co/TsaxdLSy8k"
"285","Trump the Chump...... albeit a very rich one...  and if we are not careful he will rape the UK NHS fully https://t.co/inIv1yYwAl"
"286","@nataliecsolomon Girl I could make a whole ass thread dedicated to the things my BiL said this week. 
Him(21y/o): d… https://t.co/Kh3c8Q8SwQ"
"287","He was free to leave at any time.  He would have probably served less time if he had just faced the rape charges.… https://t.co/Poa2t88CN0"
"288","From unwanted sexual advances to rape, many women and girls have had to endure sexual violence and harassment in se… https://t.co/d5oDvgMEZu"
"289","Pregnant from rape, mom chooses life: He isn't my rapist's baby, he's mine https://t.co/4qVzOKUNfo"
"290","“Law &amp; Order: SVU” Episode Defends Unborn Child Conceived in Rape: “It’s Not Their Fault”

“You know, even though y… https://t.co/8IKapYJrHa"
"291","@MehboobaMufti Same way we tolerated people living on subsidies and freebies inspite of them being spineless and me… https://t.co/JbmSpCVjqe"
"292","@HightopDavid @JamOnMyJelly @CharlieMachi @BenSotoYAC @Kandra_T @Ancestry The movie was based on a book written by… https://t.co/aH7ZgFRGyZ"
"293","@Amy_Siskind Calling the crimes ""unflattering"" -- ???

Sorry, but that sounds like someone characterizing violent r… https://t.co/fpDIJF617C"
"294","@evanoconnell How on earth have you got to that conclusion?! It is literally the opposite “wouldn’t even rape” is t… https://t.co/QaiVnLeHYW"
"295","@Ejbarbs @ilaneetgoren Yup! The Rape of Nanking wasn’t a rape at all! No racism there cause there weren’t any white people! Woohoo!"
"296","@IbnMuzani Rape is rape...it doesn't matter if there is a religious book saying it's allowed. Women are not propert… https://t.co/wEQw4VFD84"
"297","@jaehyunieo They aren’t acting like the victim. They are. They are making comments on the quality and relevance of… https://t.co/Or3GHyqmP2"
"298","@MidNightMareY @AmberBobamber @atrueexostan @radmadmid @_FilleWrites @tighe15 @LeahNTorres @GynAndTonic… https://t.co/eFOMF3tfvo"
"299","The amount of rape committed by dolphins is ridiculous n nobody talks about it"
"300","@AshM0siiis @MiamiGotJokes @RudeBwoyMikey How did we get to rape? Sheesh"
"301","@Diklet Because shes a terrible person who apparently supports rape.   

Any other question you want to ask that ar… https://t.co/AosFkBeneO"
"302","@Maestra_Momma @lawnchairlyons @ilyseh @Ashadahya Did you know there’s an incredible backlog of rape kits to be tes… https://t.co/yRBeQxlHiC"
"303","@GovMikeHuckabee @whca Shut up asshole. You let a rapist go free for political reasons just so he could rape and ki… https://t.co/QvFwU5rVf4"
"304","@realDonaldTrump You're like a child. A child that's been accused of rape and has admitted to sexually assaulting w… https://t.co/8zeUEy8WpW"
"305","@PlayoffBrady @celtics Actually, come to think about it, PLEASE beat the @Bucks so we can brutally rape you guys in the ECF"
"306","Mother of 2 was raped by a jailer while locked up for unpaid traffic tickets, Coast attorney says… https://t.co/vxtz95iDuH"
"307","@Vik_Brown23 So then you support his statement that he would never rape her."
"308","8% of men have experienced sexual violence other than rape (forced to penetrate someone, sexual coercion, unwanted… https://t.co/yAssbnxomD"
"309","or school).

1 in 18 men are severely injured by intimate partners in their lifetimes.

Male rape victims and male… https://t.co/zSsnvtdxvk"
"310","point in their lifetime.

Nearly 1 in 10 men in the United States has experienced rape, physical violence, and/or s… https://t.co/1CqGYNCXd7"
"311","Curious 

Why doesn't Bernie have to explain his voting record, what he voted for and what he voted against

For th… https://t.co/RogD3BJkGT"
"312","@jdd2169 @PATRIQT_1776 @Richard_Stands @mick719 @L_ei8ht @SONADORLIVESON @RyanSmi31818444 @para82nd_1 @BustTheGop… https://t.co/Mzc9BRMTG5"
"313","JehW figure if there are not two witness who are men or elders of their cult it didn’t happen &amp; it’s not rape. 💊🍼📸"
"314","@AfroButterCrown This guy and his never-ending suspicion of everything and everyone... quite interesting.

Anyway,… https://t.co/MjP4aF3Cuf"
"315","@Cayyykes @MotherOfDoggons @ErikaVonDoom It’s not a joke that’s my point...everything not funny...y’all not comedia… https://t.co/OnDGAroaZ8"
"316","“While we meet here in Chicago this evening, unspeakable things are happening in Europe. Awful crimes that we never… https://t.co/cOS65MrGwr"
"317","It's too much. There are too many powerful forces working against me, for real. Not news.  The picture of why no on… https://t.co/05l8vEsXQF"
"318","@ruthie_whyte @room_1oh1 @TheJanHarvey The ""had to rape"" line was literally part of a stand up comedy routine. Woul… https://t.co/ejvjeiHdVd"
"319","@ROKSeoul2018 @neoliveson Recap here https://t.co/uJXseDgiwI"
"320","@Eristae They’ve really fallen for the rhetoric that 99% of abortions are middle class women in relationships who j… https://t.co/4IEWsqY1rv"
"321","@unicornwingss @imMAK02 Women have been ill treated &amp; continue to be so. Rape, female infanticide, dowry deaths, vi… https://t.co/wZjNm5lxaA"
"322","@pixelatedboat I love how in the end the mom’s totally all right with getting her car detailed by the guy who tried… https://t.co/NOvqjuqOqk"
"323","@DCKelly5 @_anhdroid @UnplannedMovie Are you serious? Outside of rape, the responsibility for a pregnancy lies with… https://t.co/S0H5JtGJCC"
"324","@DCKelly5 @_anhdroid @UnplannedMovie Are you serious? Outside of rape, the responsibility for a pregnancy lies with… https://t.co/6fJjQ7CKdC"
"325","Watch till the End 😂😂😂(ear rape)
#funny #fortnite #streaming https://t.co/tfrukJXzME"
"326","@Ejbarbs @ilaneetgoren The “Rape of Nanking” depicts and documents this in great detail. And I never learned about… https://t.co/dXRJXmNHWJ"
"327","@HolderStephen Romney is a bitter old man that thought he should’ve beaten Obama. Only things is, there is no diffe… https://t.co/rqmmi28Tu3"
